pdv_id,pdv,cidade,tipologia,vendedor,supervisor,regime_compra,mes_entrada,caso_plantado,mes_inicio_caso
3575,Super São Jorge,Alto Sereno,Supermercado,Helena Gonçalves,André Santos,esporadico,2021-08,normal,
3576,Conveniência Candeia 2,Figueira Branca,Loja de Conveniência,Vanessa Teixeira,Sérgio Gonçalves,ciclico,2021-08,normal,
3577,Padaria e Confeitaria Pedra Alta 2,Sertão Novo,Padaria,Joana Medeiros,Vinícius Barbosa,esporadico,2022-01,normal,
3578,Mercadinho Olaria 2,Encosta Nova,Minimercado,Yara Santos,Eduardo Cardoso,mensal,2022-12,normal,
3579,Burger Terra Boa 3,Umbuzeiro,Hamburgueria,Kelly Carvalho,Sérgio Gonçalves,mensal,2024-02,normal,
3580,Sorveteria Sabor Real 2,São Braz do Campo,Sorveteria,Murilo Alves,André Santos,esporadico,2025-09,normal,
3581,Lanches Varanda 2,Xambrê,Lanchonete,Adriana Xavier,Eduardo Cardoso,mensal,2021-08,atrito,
3582,Mercado Dois Irmãos 4,Marimbondo,Minimercado,Igor Bezerra,Amanda Machado,mensal,2021-08,normal,
3583,Super Moinho 4,Vale Formoso do Norte,Supermercado,Aline Duarte,Sérgio Gonçalves,mensal,2023-02,normal,
3584,Hamburgueria Raiz Forte 4,Pedra Molhada,Hamburgueria,Igor Bezerra,Amanda Machado,mensal,2022-04,mix,2025-11
3585,Casa de Refeições Moinho,Porto Bandeira,Restaurante,Simone Maia,André Santos,mensal,2024-09,normal,
3586,Panificadora Figueira 4,Três Bicas,Padaria,César Lopes,Mariana Cunha,ciclico,2026-02,normal,
3587,Pizza Estrela 5,Quatro Cruzes,Pizzaria,Vinícius Carvalho,Amanda Machado,esporadico,2021-08,normal,
3588,Mercadinho Rosa dos Ventos 5,Bela Corrente,Minimercado,Silvana Silva,Vinícius Barbosa,esporadico,2021-08,atrito,
3589,Minimercado Girassol 2,Campo Ferrugem,Minimercado,João Cavalcanti,Eduardo Cardoso,mensal,2022-07,atrito,
3590,Padaria e Confeitaria São Jorge 4,Bela Corrente,Padaria,Sandra Cardoso,André Santos,mensal,2021-08,voltou,2025-12
3591,Mercadinho Sabor Real,Vista Alegre do Ipê,Minimercado,Sabrina Siqueira,Sérgio Oliveira,esporadico,2022-06,atrito,
3592,Distribuidora Tucano 2,Cravinho do Sul,Atacadista,Marcos Almeida,Sérgio Oliveira,mensal,2021-08,parada,2026-05
3593,Ponto do Lanche Sossego 2,Riozinho Claro,Lanchonete,Cláudia Correia,Vinícius Barbosa,mensal,2021-08,normal,
3594,Casa de Refeições Bandeirante 4,Ribeira Funda,Restaurante,Aline Araújo,André Santos,mensal,2024-11,normal,
3595,Padaria e Confeitaria Bela Vista 5,Riozinho Claro,Padaria,Aline Pacheco,Mariana Cunha,ciclico,2021-08,normal,
3596,Pizza Olaria,Passo Ruivo,Pizzaria,Adriana Ferreira,André Santos,ciclico,2025-12,normal,
3597,Restaurante Cravo 3,Encosta Nova,Restaurante,Igor Rodrigues,Eduardo Cardoso,mensal,2021-08,normal,
3598,Padaria Fonte Nova,Porto Bandeira,Padaria,Wesley Lima,Sérgio Oliveira,mensal,2021-09,normal,
3599,Hamburgueria Quintal 3,Várzea Comprida,Hamburgueria,Aline Araújo,André Santos,mensal,2021-08,atrito,
3600,Ponto do Lanche Recanto 3,Itaquerê,Lanchonete,Bruno Nogueira,Sérgio Oliveira,mensal,2021-08,atrito,
3601,Buffet Terra Boa,Encosta Nova,Buffet e Eventos,Wesley Lima,Sérgio Oliveira,mensal,2021-08,atrito,
3602,Restaurante Flor de Sal 4,Riozinho Claro,Restaurante,César Araújo,Vinícius Barbosa,esporadico,2021-08,atrito,
3603,Minimercado Figueira 3,Bela Corrente,Minimercado,Natália Almeida,Vinícius Barbosa,mensal,2021-08,normal,
3604,Pizza Mirante 2,Monte Cravo,Pizzaria,Joana Medeiros,Vinícius Barbosa,mensal,2022-09,normal,
3605,Casa do Café Guarani,Vista Alegre do Ipê,Cafeteria,Isabela Guimarães,André Santos,ciclico,2022-05,normal,
3606,Padaria e Confeitaria Estrela 4,Vista Alegre do Ipê,Padaria,Mariana Oliveira,Eduardo Cardoso,esporadico,2023-11,atrito,
3607,Pizzaria Orquídea 2,Guaraúna,Pizzaria,Fernanda Sampaio,Sérgio Gonçalves,mensal,2023-06,normal,
3608,Cantina Porto Seguro Velho 4,Itaquerê,Restaurante,Adriana Xavier,Eduardo Cardoso,mensal,2024-04,atrito,
3609,Loja Candeia 2,Três Bicas,Loja de Conveniência,Vinícius Carvalho,Amanda Machado,mensal,2021-08,normal,
3610,Cantina Palmeira,Barra do Piraquê,Restaurante,Débora Faria,Mariana Cunha,mensal,2021-08,voltou,2025-11
3611,Mercadinho Jatobá 6,Campo Ferrugem,Minimercado,Letícia Ferreira,Sérgio Oliveira,mensal,2021-08,atrito,
3612,Cafeteria Guarani 2,Campo Ferrugem,Cafeteria,Paulo Camargo,Eduardo Cardoso,esporadico,2021-08,normal,
3613,Mercado Moinho 2,Guaraúna,Minimercado,Renata Cardoso,Sérgio Gonçalves,mensal,2021-08,normal,
3614,Panificadora Ponte Velha 2,São Braz do Campo,Padaria,Aline Duarte,Sérgio Gonçalves,esporadico,2021-08,atrito,
3615,Ponto do Lanche Pedra Alta,Jaraguandu,Lanchonete,Wagner Alves,Amanda Machado,ciclico,2021-08,normal,
3616,Super Candeia 5,Piraquara do Oeste,Supermercado,Simone Maia,André Santos,mensal,2021-08,atrito,
3617,Ponto do Lanche Umbu 5,Bela Corrente,Lanchonete,Viviane Soares,Mariana Cunha,ciclico,2021-08,atrito,
3618,Cafeteria Vale Verde 3,Marimbondo,Cafeteria,Vanessa Teixeira,Sérgio Gonçalves,mensal,2021-08,atrito,
3619,Mercado Ipê Roxo 5,Sertão Novo,Minimercado,Gustavo Fonseca,Mariana Cunha,mensal,2021-08,atrito,
3620,Casa de Refeições Luar 4,Vale Formoso do Norte,Restaurante,André Batista,Sérgio Oliveira,ciclico,2024-05,normal,
3621,Pizza Tucano 4,Sertão Novo,Pizzaria,Débora Faria,Mariana Cunha,esporadico,2022-02,atrito,
3622,Açaiteria Primavera 3,Quatro Cruzes,Açaiteria,Silvana Andrade,Amanda Machado,ciclico,2022-02,normal,
3623,Hamburgueria Raiz Forte 5,Nova Aurora do Vale,Hamburgueria,Igor Batista,Amanda Machado,ciclico,2024-05,atrito,
3624,Supermercado Tijuca Velha 2,Jaraguandu,Supermercado,Aline Almeida,Sérgio Gonçalves,esporadico,2025-12,normal,
3625,Padaria Chapada,Serra Cansada,Padaria,Rafael Teixeira,Sérgio Oliveira,mensal,2021-08,normal,
3626,Pizza Dois Irmãos 2,Bela Corrente,Pizzaria,Gustavo Fonseca,Mariana Cunha,esporadico,2024-05,atrito,
3627,Restaurante Mirante,Umbuzeiro,Restaurante,César Araújo,Vinícius Barbosa,mensal,2021-08,atrito,
3628,Padaria Oliveira 2,Riozinho Claro,Padaria,Igor Batista,Amanda Machado,esporadico,2021-08,normal,
3629,Lanches Cravo 3,Lagoa Vermelha do Norte,Lanchonete,Vanessa Teixeira,Sérgio Gonçalves,mensal,2024-07,normal,
3630,Mercadinho Rosa dos Ventos 6,Piraquara do Oeste,Minimercado,Vinícius Carvalho,Amanda Machado,mensal,2024-08,normal,
3631,Açaiteria Paraíso,Santa Ilha,Açaiteria,Wesley Lima,Sérgio Oliveira,esporadico,2021-08,normal,
3632,Mercadinho Quintal 2,Vila Cascata,Minimercado,Igor Batista,Amanda Machado,esporadico,2021-08,atrito,
3633,Minimercado Rio Claro 6,Nova Aurora do Vale,Minimercado,Daniel Mendes,André Santos,mensal,2021-08,atrito,
3634,Restaurante Varanda 3,Piraquara do Oeste,Restaurante,Aline Almeida,Sérgio Gonçalves,mensal,2021-08,normal,
3635,Casa de Refeições Moinho 2,Nova Aurora do Vale,Restaurante,Cláudia Miranda,Mariana Cunha,mensal,2021-08,voltou,2025-12
3636,Casa de Refeições Guarani 5,Encosta Nova,Restaurante,Débora Maia,Eduardo Cardoso,ciclico,2021-08,normal,
3637,Gelateria Raiz Forte 2,Encosta Nova,Sorveteria,Aline Araújo,André Santos,ciclico,2024-11,atrito,
3638,Padaria Central 2,Porto Bandeira,Padaria,Yara Santos,Eduardo Cardoso,esporadico,2021-08,atrito,
3639,Padaria e Confeitaria Chapada 2,Nova Aurora do Vale,Padaria,Rodrigo Dias,Vinícius Barbosa,ciclico,2025-11,normal,
3640,Pizza Chapada 5,Praia do Sino,Pizzaria,Aline Duarte,Sérgio Gonçalves,ciclico,2021-08,normal,
3641,Restaurante Recanto 4,Guaraúna,Restaurante,Fernanda Sampaio,Sérgio Gonçalves,esporadico,2021-08,normal,
3642,Conveniência Tucano,Alto Sereno,Loja de Conveniência,Sabrina Andrade,Vinícius Barbosa,mensal,2026-01,normal,
3643,Padaria e Confeitaria Vitória Régia 4,Cravinho do Sul,Padaria,Vanessa Teixeira,Sérgio Gonçalves,mensal,2023-08,normal,
3644,Minimercado Pequi 3,Encosta Nova,Minimercado,Vinícius Carvalho,Amanda Machado,mensal,2021-08,normal,
3645,Eventos Palmeira 2,Xambrê,Buffet e Eventos,César Lopes,Mariana Cunha,mensal,2021-08,normal,
3646,Loja Figueira,Três Bicas,Loja de Conveniência,Igor Rodrigues,Eduardo Cardoso,mensal,2021-08,normal,
3647,Padaria Sabor Real 6,Cravinho do Sul,Padaria,Aline Pacheco,Mariana Cunha,mensal,2021-08,normal,
3648,Conveniência Capim Doce,Jaraguandu,Loja de Conveniência,Débora Maia,Eduardo Cardoso,esporadico,2025-05,normal,
3649,Supermercado Tucano 5,Vista Alegre do Ipê,Supermercado,Sandra Mendes,Sérgio Gonçalves,mensal,2025-11,normal,
3650,Padaria e Confeitaria Pequi 2,Monte Cravo,Padaria,Helena Gonçalves,André Santos,esporadico,2021-08,normal,
3651,Minimercado Bela Vista 3,Nova Aurora do Vale,Minimercado,Gabriel Ferreira,André Santos,mensal,2021-08,atrito,
3652,Loja Juriti,São Braz do Campo,Loja de Conveniência,Sandra Cardoso,André Santos,mensal,2024-02,normal,
3653,Casa de Refeições Brisa 3,Vila Aurora,Restaurante,Joana Medeiros,Vinícius Barbosa,ciclico,2021-08,atrito,
3654,Panificadora Maré Alta 6,Marimbondo,Padaria,Joana Medeiros,Vinícius Barbosa,esporadico,2021-08,atrito,
3655,Padaria e Confeitaria Serrana 6,Tabuleiro Alto,Padaria,Helena Vieira,Amanda Machado,esporadico,2026-03,normal,
3656,Padaria Vila Nova 6,Jaraguandu,Padaria,Gabriel Ferreira,André Santos,mensal,2025-12,normal,
3657,Mercadinho Veredas 2,Vale Formoso do Norte,Minimercado,Adriana Ferreira,André Santos,ciclico,2024-05,normal,
3658,Pizza Sabor Real 2,Ribeira Funda,Pizzaria,Marcos Almeida,Sérgio Oliveira,mensal,2021-08,normal,
3659,Restaurante Moinho 3,Encosta Nova,Restaurante,Paulo Camargo,Eduardo Cardoso,mensal,2021-08,parada,2025-07
3660,Mercadinho Olaria 3,Tabuleiro Alto,Minimercado,Cláudia Correia,Vinícius Barbosa,mensal,2021-08,parada,2025-08
3661,Mercadinho Porto Seguro Velho 5,Marimbondo,Minimercado,Wagner Rodrigues,Mariana Cunha,mensal,2022-10,atrito,
3662,Ponto do Lanche Candeia,Encosta Nova,Lanchonete,Roberta Nogueira,André Santos,ciclico,2021-08,atrito,
3663,Panificadora Lagoa Azul 4,Três Bicas,Padaria,Aline Araújo,André Santos,esporadico,2021-08,normal,
3664,Conveniência Bom Retiro 2,Figueira Branca,Loja de Conveniência,Silvana Santos,Mariana Cunha,mensal,2021-08,atrito,
3665,Padaria Ipanema Velha 7,São Braz do Campo,Padaria,Cláudia Correia,Vinícius Barbosa,mensal,2021-08,mix,2025-08
3666,Supermercado Bom Retiro 3,Xambrê,Supermercado,Tatiane Sales,Mariana Cunha,mensal,2022-03,normal,
3667,Cantina Rosa dos Ventos 3,Três Bicas,Restaurante,Simone Maia,André Santos,mensal,2021-10,atrito,
3668,Café Central 2,Umbuzeiro,Cafeteria,Aline Araújo,André Santos,esporadico,2022-11,atrito,
3669,Hamburgueria Ipê Roxo 2,Xambrê,Hamburgueria,Adriana Xavier,Eduardo Cardoso,mensal,2021-08,atrito,
3670,Minimercado Cascata,Taquaruçu do Meio,Minimercado,Letícia Ferreira,Sérgio Oliveira,mensal,2021-08,atrito,
3671,Distribuidora Primavera,Várzea Comprida,Atacadista,Wagner Braga,Sérgio Gonçalves,mensal,2021-08,sangramento,2025-05
3672,Pizza Maracanã Velho 2,São Braz do Campo,Pizzaria,Sandra Cardoso,André Santos,mensal,2024-02,normal,
3673,Padaria e Confeitaria Fonte Nova 4,Tabuleiro Alto,Padaria,Joana Medeiros,Vinícius Barbosa,mensal,2022-12,normal,
3674,Mercado Girassol 2,Lagoa Vermelha do Norte,Minimercado,Tatiane Sales,Mariana Cunha,mensal,2022-04,parada,2025-09
3675,Ponto do Lanche Central 3,Olho d'Água Grande,Lanchonete,Cláudia Correia,Vinícius Barbosa,mensal,2021-08,normal,
3676,Mercado Chapada 5,Marimbondo,Minimercado,Raquel Ferreira,Vinícius Barbosa,mensal,2024-06,normal,
3677,Panificadora Sossego 3,Sertão Novo,Padaria,Tatiane Sales,Mariana Cunha,mensal,2021-08,sangramento,2025-05
3678,Padaria e Confeitaria Maré Alta 5,Vale Formoso do Norte,Padaria,Elaine Lopes,Vinícius Barbosa,mensal,2021-08,normal,
3679,Buffet Flor de Sal 2,Praia do Sino,Buffet e Eventos,Sabrina Andrade,Vinícius Barbosa,ciclico,2022-09,normal,
3680,Casa do Café Maré Alta 2,Ipê Sereno,Cafeteria,Aline Duarte,Sérgio Gonçalves,mensal,2021-08,atrito,
3681,Panificadora Pequi,Nova Aurora do Vale,Padaria,Gabriel Ferreira,André Santos,mensal,2021-08,mix,2025-09
3682,Cantina Veredas 4,Vista Alegre do Ipê,Restaurante,Carlos Teixeira,Eduardo Cardoso,ciclico,2024-02,normal,
3683,Mercadinho Maracanã Velho 4,Sertão Novo,Minimercado,Murilo Alves,André Santos,esporadico,2021-08,atrito,
3684,Casa de Refeições Recanto 4,Umbuzeiro,Restaurante,Isabela Guimarães,André Santos,mensal,2024-03,atrito,
3685,Minimercado Central 5,Várzea Comprida,Minimercado,Aline Almeida,Sérgio Gonçalves,mensal,2023-01,atrito,
3686,Mercado Horizonte 2,Monte Cravo,Minimercado,Marcos Almeida,Sérgio Oliveira,ciclico,2024-07,normal,
3687,Super Umbu,Porto Bandeira,Supermercado,Patrícia Braga,André Santos,mensal,2021-08,normal,
3688,Panificadora Pinheiro 3,Riozinho Claro,Padaria,Carlos Teixeira,Eduardo Cardoso,mensal,2021-08,normal,
3689,Pizza Ponte Velha 6,Fonte Limeira,Pizzaria,Vanessa Teixeira,Sérgio Gonçalves,mensal,2024-08,normal,
3690,Açaí Vitória Régia 2,Piraquara do Oeste,Açaiteria,César Lopes,Mariana Cunha,mensal,2021-08,normal,
3691,Cantina Guarani 2,Guaraúna,Restaurante,Cláudia Correia,Vinícius Barbosa,mensal,2021-08,mix,2025-09
3692,Minimercado Xodó 2,Taquaruçu do Meio,Minimercado,Igor Rodrigues,Eduardo Cardoso,esporadico,2021-08,atrito,
3693,Panificadora Veredas 5,Encosta Nova,Padaria,Joana Medeiros,Vinícius Barbosa,ciclico,2021-08,normal,
3694,Café Candeia 2,Serra Cansada,Cafeteria,Ricardo Teixeira,Sérgio Gonçalves,mensal,2021-08,sangramento,2025-05
3695,Padaria e Confeitaria Guarani 4,Marimbondo,Padaria,Mauro Pacheco,Sérgio Oliveira,esporadico,2022-06,atrito,
3696,Padaria Pequi 6,Umbuzeiro,Padaria,Sabrina Siqueira,Sérgio Oliveira,mensal,2021-08,parada,2025-10
3697,Minimercado Esperança 2,Guaraúna,Minimercado,Lucas Braga,André Santos,ciclico,2023-02,normal,
3698,Padaria e Confeitaria Encanto 5,Encosta Nova,Padaria,Sandra Cardoso,André Santos,ciclico,2024-04,atrito,
3699,Gelateria Fonte Nova 5,Taquaruçu do Meio,Sorveteria,Wagner Rodrigues,Mariana Cunha,mensal,2021-08,normal,
3700,Lanches Tamarindo,Vista Alegre do Ipê,Lanchonete,Jaqueline Alves,Sérgio Oliveira,ciclico,2025-09,normal,
3701,Café Pequi 3,Sertão Novo,Cafeteria,Joana Medeiros,Vinícius Barbosa,mensal,2022-04,normal,
3702,Mercado Porto Seguro Velho 2,Marimbondo,Minimercado,Murilo Alves,André Santos,esporadico,2021-08,normal,
3703,Minimercado Cascata 2,Barra do Piraquê,Minimercado,Silvana Andrade,Amanda Machado,ciclico,2024-07,normal,
3704,Lanchonete Ouro Fino 2,Encosta Nova,Lanchonete,Murilo Alves,André Santos,mensal,2021-08,parada,2026-02
3705,Panificadora Moinho 7,Xambrê,Padaria,Silvana Santos,Mariana Cunha,ciclico,2024-03,atrito,
3706,Supermercado Capim Doce,Vale Formoso do Norte,Supermercado,Wesley Lima,Sérgio Oliveira,ciclico,2024-08,normal,
3707,Pizzaria Esperança,Riozinho Claro,Pizzaria,Yara Santos,Eduardo Cardoso,mensal,2021-08,normal,
3708,Padaria Ipê Roxo 2,Praia do Sino,Padaria,Flávio Lima,André Santos,esporadico,2021-08,atrito,
3709,Restaurante Pequi 7,Quatro Cruzes,Restaurante,Aline Duarte,Sérgio Gonçalves,esporadico,2024-03,normal,
3710,Supermercado Ouro Fino 3,Alto Sereno,Supermercado,César Araújo,Vinícius Barbosa,ciclico,2026-03,normal,
3711,Açaiteria Moinho,Umbuzeiro,Açaiteria,Vinícius Carvalho,Amanda Machado,esporadico,2025-04,atrito,
3712,Açaí Cerrado 2,Palmeira Torta,Açaiteria,Elaine Lopes,Vinícius Barbosa,esporadico,2021-08,normal,
3713,Minimercado Bandeirante 5,Três Bicas,Minimercado,Leandro Cunha,Amanda Machado,esporadico,2023-11,normal,
3714,Minimercado Palmeira 3,Ipê Sereno,Minimercado,Juliana Xavier,Mariana Cunha,ciclico,2024-12,normal,
3715,Panificadora Veredas 6,Jaraguandu,Padaria,Viviane Soares,Mariana Cunha,esporadico,2021-08,normal,
3716,Lanchonete Vila Nova,Jaraguandu,Lanchonete,Flávio Lima,André Santos,mensal,2021-08,normal,
3717,Lanchonete Tamarindo 4,Tabuleiro Alto,Lanchonete,Igor Bezerra,Amanda Machado,mensal,2021-08,atrito,
3718,Panificadora São Jorge 7,Santa Ilha,Padaria,Igor Bezerra,Amanda Machado,ciclico,2021-08,normal,
3719,Padaria Bom Retiro 4,Encosta Nova,Padaria,André Batista,Sérgio Oliveira,mensal,2023-05,normal,
3720,Panificadora Cravo,Várzea Comprida,Padaria,Raquel Ferreira,Vinícius Barbosa,mensal,2021-12,atrito,
3721,Panificadora Moinho 8,Sertão Novo,Padaria,Elaine Lopes,Vinícius Barbosa,esporadico,2023-10,normal,
3722,Pizza Ouro Fino 3,Piraquara do Oeste,Pizzaria,Vinícius Siqueira,Eduardo Cardoso,mensal,2021-08,normal,
3723,Burger São Jorge 4,Nova Aurora do Vale,Hamburgueria,Tatiane Sales,Mariana Cunha,esporadico,2021-08,atrito,
3724,Café Jatobá 2,Quatro Cruzes,Cafeteria,Helena Vieira,Amanda Machado,ciclico,2021-08,normal,
3725,Padaria Brisa 6,Quatro Cruzes,Padaria,Aline Duarte,Sérgio Gonçalves,mensal,2021-08,normal,
3726,Burger Pedra Alta 2,Guaraúna,Hamburgueria,Mauro Pacheco,Sérgio Oliveira,esporadico,2021-08,normal,
3727,Cafeteria Jacarandá,Vila Aurora,Cafeteria,Tatiane Sales,Mariana Cunha,mensal,2022-07,normal,
3728,Cafeteria Encanto 4,Três Bicas,Cafeteria,Aline Duarte,Sérgio Gonçalves,mensal,2021-08,normal,
3729,Cantina Veredas 5,Riozinho Claro,Restaurante,Helena Gonçalves,André Santos,mensal,2023-10,normal,
3730,Panificadora Porto Seguro Velho 5,Barra do Piraquê,Padaria,Geraldo Cavalcanti,Mariana Cunha,esporadico,2023-11,atrito,
3731,Restaurante Paraíso,Taquaruçu do Meio,Restaurante,Vanessa Teixeira,Sérgio Gonçalves,ciclico,2024-09,atrito,
3732,Casa de Refeições Rio Claro 2,Serra Cansada,Restaurante,Silvana Andrade,Amanda Machado,esporadico,2021-08,atrito,
3733,Mercadinho Cascata 3,Barra do Piraquê,Minimercado,Raquel Barbosa,Amanda Machado,esporadico,2023-10,normal,
3734,Pizza Cascata 4,Serra Cansada,Pizzaria,Adriana Xavier,Eduardo Cardoso,mensal,2023-08,normal,
3735,Casa do Café Cravo,Marimbondo,Cafeteria,Roberta Pinheiro,Amanda Machado,mensal,2021-08,normal,
3736,Super Sossego 3,Umbuzeiro,Supermercado,Aline Pacheco,Mariana Cunha,mensal,2021-08,normal,
3737,Padaria Xodó 3,Vale Formoso do Norte,Padaria,Marcos Bezerra,Amanda Machado,mensal,2021-08,parada,2025-08
3738,Café Aurora,Lagoa Vermelha do Norte,Cafeteria,Aline Duarte,Sérgio Gonçalves,esporadico,2023-03,atrito,
3739,Casa de Refeições Esperança 3,Porto Bandeira,Restaurante,Vanessa Teixeira,Sérgio Gonçalves,mensal,2023-02,normal,
3740,Lanches Raiz Forte 4,Ipê Sereno,Lanchonete,Wesley Lima,Sérgio Oliveira,esporadico,2026-02,normal,
3741,Restaurante Tamarindo 6,Umbuzeiro,Restaurante,Vinícius Carvalho,Amanda Machado,esporadico,2021-08,atrito,
3742,Cantina Pequi 4,Três Bicas,Restaurante,Tatiane Sales,Mariana Cunha,ciclico,2021-08,atrito,
3743,Restaurante Ipanema Velha,Fonte Limeira,Restaurante,Letícia Ferreira,Sérgio Oliveira,mensal,2023-01,atrito,
3744,Ponto do Lanche Rosa dos Ventos 4,Tabuleiro Alto,Lanchonete,Yara Coelho,Sérgio Oliveira,mensal,2023-11,normal,
3745,Restaurante São Jorge 5,Itaquerê,Restaurante,João Cavalcanti,Eduardo Cardoso,esporadico,2024-12,atrito,
3746,Açaí Lagoa Azul 2,Piraquara do Oeste,Açaiteria,Sandra Cardoso,André Santos,mensal,2021-09,normal,
3747,Mercadinho Serrana 3,Fonte Limeira,Minimercado,Flávio Nogueira,Sérgio Oliveira,mensal,2022-07,degrau,2025-12
3748,Supermercado Candeia 2,Bela Corrente,Supermercado,Cláudia Miranda,Mariana Cunha,mensal,2021-08,atrito,
3749,Padaria Dois Irmãos 4,Ribeira Funda,Padaria,Cláudia Correia,Vinícius Barbosa,mensal,2026-04,normal,
3750,Super Sossego 4,Lagoa Vermelha do Norte,Supermercado,Raquel Ferreira,Vinícius Barbosa,ciclico,2021-08,normal,
3751,Ponto do Lanche Central 4,Xambrê,Lanchonete,Yara Coelho,Sérgio Oliveira,esporadico,2021-08,normal,
3752,Mercado Luar,Três Bicas,Minimercado,André Cardoso,Vinícius Barbosa,ciclico,2023-07,normal,
3753,Mercado Moinho 3,Umbuzeiro,Minimercado,Vanessa Teixeira,Sérgio Gonçalves,ciclico,2023-04,atrito,
3754,Casa de Refeições Ipanema Velha 2,Ribeira Funda,Restaurante,Vanessa Teixeira,Sérgio Gonçalves,mensal,2021-08,atrito,
3755,Burger Tucano 2,Taquaruçu do Meio,Hamburgueria,Helena Gonçalves,André Santos,ciclico,2021-08,atrito,
3756,Pizza Nascente 3,Xambrê,Pizzaria,Gustavo Vasconcelos,Amanda Machado,mensal,2021-08,normal,
3757,Padaria e Confeitaria Moinho,Barra do Piraquê,Padaria,Vanessa Teixeira,Sérgio Gonçalves,mensal,2026-01,normal,
3758,Padaria Sabor Real 7,Nova Aurora do Vale,Padaria,Tatiane Sales,Mariana Cunha,esporadico,2025-12,normal,
3759,Casa do Café Maracanã Velho 2,Vista Alegre do Ipê,Cafeteria,Aline Duarte,Sérgio Gonçalves,esporadico,2021-08,normal,
3760,Sorveteria Tucano,Jaraguandu,Sorveteria,Rodrigo Dias,Vinícius Barbosa,mensal,2024-04,atrito,
3761,Restaurante Pitanga 5,Fonte Limeira,Restaurante,Joana Medeiros,Vinícius Barbosa,esporadico,2023-08,atrito,
3762,Restaurante Moinho 4,São Braz do Campo,Restaurante,Roberta Nogueira,André Santos,esporadico,2021-08,normal,
3763,Gelateria Santa Clara 3,Encosta Nova,Sorveteria,Igor Bezerra,Amanda Machado,mensal,2025-01,normal,
3764,Padaria Sossego 2,Vila Aurora,Padaria,Helena Gonçalves,André Santos,ciclico,2024-10,normal,
3765,Gelateria Sempre Viva 3,Xambrê,Sorveteria,Igor Bezerra,Amanda Machado,esporadico,2021-08,normal,
3766,Eventos Trigal 2,Serra Cansada,Buffet e Eventos,Paulo Correia,Eduardo Cardoso,mensal,2025-08,normal,
3767,Padaria e Confeitaria Rosa dos Ventos,Passo Ruivo,Padaria,Roberta Nogueira,André Santos,mensal,2021-08,degrau,2025-09
3768,Casa de Refeições Tucano 5,Palmeira Torta,Restaurante,Vanessa Teixeira,Sérgio Gonçalves,esporadico,2021-08,atrito,
3769,Padaria Jatobá 4,Praia do Sino,Padaria,Adriana Xavier,Eduardo Cardoso,mensal,2021-08,normal,
3770,Mercado Cerrado 4,Pedra Molhada,Minimercado,Cláudia Correia,Vinícius Barbosa,ciclico,2022-01,atrito,
3771,Lanchonete Fonte Nova 2,Alto Sereno,Lanchonete,Helena Vieira,Amanda Machado,mensal,2023-04,normal,
3772,Mercado Pinheiro 7,Riozinho Claro,Minimercado,Patrícia Braga,André Santos,mensal,2021-08,normal,
3773,Supermercado Tamarindo 2,Alto Sereno,Supermercado,Jorge Sousa,Vinícius Barbosa,mensal,2021-08,normal,
3774,Lanches Esperança 2,Serra Cansada,Lanchonete,Marcos Bezerra,Amanda Machado,esporadico,2021-08,normal,
3775,Padaria e Confeitaria Horizonte 5,Figueira Branca,Padaria,Cláudia Miranda,Mariana Cunha,mensal,2021-08,degrau,2025-06
3776,Lanches Sossego 3,Vila Cascata,Lanchonete,Paulo Camargo,Eduardo Cardoso,ciclico,2021-08,normal,
3777,Ponto do Lanche Farol 2,Passo Ruivo,Lanchonete,Gustavo Fonseca,Mariana Cunha,esporadico,2025-12,normal,
3778,Sorveteria Sol Nascente 3,Barra do Piraquê,Sorveteria,Igor Bezerra,Amanda Machado,esporadico,2021-08,atrito,
3779,Minimercado Cravo 6,Monte Cravo,Minimercado,Elaine Lopes,Vinícius Barbosa,mensal,2021-08,degrau,2025-09
3780,Lanches Nova Era 3,Vila Aurora,Lanchonete,Aline Duarte,Sérgio Gonçalves,mensal,2021-08,mix,2026-01
3781,Ponto do Lanche Capim Doce 4,Passo Ruivo,Lanchonete,Rodrigo Dias,Vinícius Barbosa,esporadico,2021-08,atrito,
3782,Cantina Bom Retiro 2,Quatro Cruzes,Restaurante,Aline Almeida,Sérgio Gonçalves,esporadico,2024-05,normal,
3783,Padaria e Confeitaria São Jorge 5,Vila Aurora,Padaria,Joana Medeiros,Vinícius Barbosa,mensal,2021-08,normal,
3784,Eventos Aurora,Ribeira Funda,Buffet e Eventos,Sandra Cardoso,André Santos,mensal,2025-09,normal,
3785,Cafeteria Rosa dos Ventos,Alto Sereno,Cafeteria,Débora Faria,Mariana Cunha,mensal,2021-08,normal,
3786,Hamburgueria Farol 2,Fonte Limeira,Hamburgueria,Sandra Cardoso,André Santos,mensal,2021-11,atrito,
3787,Cantina Figueira,Olho d'Água Grande,Restaurante,César Lopes,Mariana Cunha,mensal,2021-08,normal,
3788,Cantina Xodó 3,Marimbondo,Restaurante,Ricardo Teixeira,Sérgio Gonçalves,ciclico,2023-02,normal,
3789,Pizza Sabor Real 3,Vale Formoso do Norte,Pizzaria,Roberta Pinheiro,Amanda Machado,esporadico,2021-08,normal,
3790,Restaurante Capim Doce 4,Palmeira Torta,Restaurante,Fernanda Sampaio,Sérgio Gonçalves,esporadico,2023-02,normal,
